date,cash,market_value,gross_exposure,net_exposure,equity,daily_return,drawdown,fold_id
2018-01-26,16923.052676377774,143849.0433320105,143849.0433320105,143849.0433320105,160772.09600838827,0.0066742275380478056,0.010375510609140702,0
2018-01-29,16923.052676377774,145711.34888713062,145711.34888713062,145711.34888713062,162634.40156350838,0.011583512321833078,0.0,0
2018-01-30,16923.052676377774,145077.61104480922,145077.61104480922,145077.61104480922,162000.66372118698,-0.0038967022734972545,0.0038967022734972996,0
2018-01-31,16923.052676377774,145307.96062316,145307.96062316,145307.96062316,162231.01329953776,0.0014219051518655768,0.0024803378626697945,0
2018-02-01,16923.052676377774,145100.88561728597,145100.88561728597,145100.88561728597,162023.93829366373,-0.0012764205909981952,0.0037535924993474805,0
2018-02-02,16923.052676377774,143859.7598837018,143859.7598837018,143859.7598837018,160782.81256007956,-0.007660138042902442,0.011384977505548082,0
2018-02-05,16923.052676377774,141772.2075600028,141772.2075600028,141772.2075600028,158695.26023638056,-0.012983678357529338,0.024220836977037655,0
2018-02-06,16923.052676377774,139859.99136556685,139859.99136556685,139859.99136556685,156783.0440419446,-0.012049611258632797,0.03597859656573844,0
2018-02-07,16923.052676377774,139599.57558971643,139599.57558971643,139599.57558971643,156522.6282660942,-0.0016609945127786796,0.03757983082704399,0
2018-02-08,16923.052676377774,136671.31754638255,136671.31754638255,136671.31754638255,153594.3702227603,-0.018708209003210352,0.0555849885008367,0
2018-02-09,16923.052676377774,136728.3316578567,136728.3316578567,136728.3316578567,153651.38433423446,0.0003711992268431441,0.0552344223787491,0
2018-02-12,16923.052676377774,138924.97618721426,138924.97618721426,138924.97618721426,155848.02886359202,0.014296288568277582,0.04172778105170018,0
2018-02-13,16923.052676377774,138159.7422913164,138159.7422913164,138159.7422913164,155082.79496769415,-0.004910128806105418,0.046433021078048746,0
2018-02-14,16923.052676377774,137182.51432086527,137182.51432086527,137182.51432086527,154105.56699724303,-0.0063013306579539075,0.05244176191674216,0
2018-02-15,16923.052676377774,139341.38467156887,139341.38467156887,139341.38467156887,156264.43734794663,0.014009035447384077,0.03916738497097301,0
2018-02-16,16923.052676377774,139621.13593153656,139621.13593153656,139621.13593153656,156544.18860791432,0.0017902426471148036,0.03744726144680926,0
2018-02-19,16923.052676377774,139161.25986634195,139161.25986634195,139161.25986634195,156084.3125427197,-0.002937675740531165,0.04027492927583882,0
2018-02-20,16923.052676377774,135510.32056623697,135510.32056623697,135510.32056623697,152433.37324261473,-0.02339081513464547,0.06272368098523218,0
2018-02-21,16923.052676377774,139280.07343423367,139280.07343423367,139280.07343423367,156203.12611061143,0.024730495611329895,0.03954437309123404,0
2018-02-22,16923.052676377774,139779.80133610964,139779.80133610964,139779.80133610964,156702.8540124874,0.0031992183147608877,0.03647166585911237,0
2018-02-23,16923.052676377774,140302.1088900417,140302.1088900417,140302.1088900417,157225.16156641947,0.003333108112315797,0.033260121752141186,0
2018-02-26,16923.052676377774,141464.02174077928,141464.02174077928,141464.02174077928,158387.07441715704,0.007390120252773524,0.02611579779873796,0
2018-02-27,79001.56175401308,79044.39800567925,79044.39800567925,79044.39800567925,158045.9597596923,-0.0021536773674240006,0.028213230163510572,0
2018-02-28,41015.26381520703,117313.26357736439,117313.26357736439,117313.26357736439,158328.5273925714,0.00178788267228569,0.026475789436563518,0
2018-03-01,41015.26381520703,116213.17158730328,116213.17158730328,116213.17158730328,157228.4354025103,-0.0069481603105765455,0.0332399917177858,0
2018-03-02,41015.26381520703,115159.6060353443,115159.6060353443,115159.6060353443,156174.86985055133,-0.006700858844405633,0.03971811406970138,0
2018-03-05,41015.26381520703,115950.7978355512,115950.7978355512,115950.7978355512,156966.06165075823,0.005066063451591329,0.03485326510416477,0
2018-03-06,41015.26381520703,115366.0549101308,115366.0549101308,115366.0549101308,156381.31872533783,-0.0037252825182135796,0.038448709363183134,0
2018-03-07,41015.26381520703,115263.66338447481,115263.66338447481,115263.66338447481,156278.92719968184,-0.0006547554816046519,0.039078290341571655,0
2018-03-08,41015.26381520703,115315.5717811957,115315.5717811957,115315.5717811957,156330.83559640273,0.00033215224631377716,0.0387591180371769,0
2018-03-09,41015.26381520703,115386.84416537732,115386.84416537732,115386.84416537732,156402.10798058435,0.0004559073960661575,0.038320881209688795,0
2018-03-12,41015.26381520703,117411.09237395227,117411.09237395227,117411.09237395227,158426.3561891593,0.012942589039952379,0.025874263586882308,0
2018-03-13,41015.26381520703,116197.70744412392,116197.70744412392,116197.70744412392,157212.97125933095,-0.007658984016394199,0.03333507703202861,0
2018-03-14,41015.26381520703,115309.3121091649,115309.3121091649,115309.3121091649,156324.57592437192,-0.005650903534502705,0.03879760726190813,0
2018-03-15,41015.26381520703,115854.49500659108,115854.49500659108,115854.49500659108,156869.7588217981,0.0034875060060290952,0.03544540814422456,0
2018-03-16,41015.26381520703,116442.5687411949,116442.5687411949,116442.5687411949,157457.83255640193,0.0037488024398115716,0.0318294835369441,0
2018-03-19,41015.26381520703,115629.0000648573,115629.0000648573,115629.0000648573,156644.26388006433,-0.005166898738087067,0.03683192255671018,0
2018-03-20,41015.26381520703,115571.7388350293,115571.7388350293,115571.7388350293,156587.00265023633,-0.000365549483968608,0.03718400815039461,0
2018-03-21,41015.26381520703,116443.5577159226,116443.5577159226,116443.5577159226,157458.82153112962,0.0055676324735625116,0.03182340256810735,0
2018-03-22,41015.26381520703,116094.68235027045,116094.68235027045,116094.68235027045,157109.94616547748,-0.0022156609725620946,0.033968553669585164,0
2018-03-23,41015.26381520703,115667.47418701649,115667.47418701649,115667.47418701649,156682.73800222352,-0.0027191668871429098,0.03659535439038555,0
2018-03-26,41015.26381520703,115862.24167179316,115862.24167179316,115862.24167179316,156877.5054870002,0.0012430691935823024,0.03539777575447425,0
2018-03-27,41015.26381520703,115165.73479774594,115165.73479774594,115165.73479774594,156180.99861295297,-0.004439813546786242,0.039680429776939696,0
2018-03-28,41015.26381520703,113913.5824207887,113913.5824207887,113913.5824207887,154928.84623599573,-0.008017315730323382,0.0473796149734264,0
2018-03-29,41015.26381520703,114816.63799708337,114816.63799708337,114816.63799708337,155831.9018122904,0.005828840775842892,0.041826942429284385,0
2018-03-30,41015.26381520703,115232.07976068556,115232.07976068556,115232.07976068556,156247.3435758926,0.0026659609410570884,0.03927249048302769,0
2018-04-02,41015.26381520703,114863.46886181831,114863.46886181831,114863.46886181831,155878.73267702534,-0.002359149860926779,0.04153899065349321,0
2018-04-03,41015.26381520703,114093.89979144186,114093.89979144186,114093.89979144186,155109.1636066489,-0.0049369728452371975,0.046270886629855505,0
2018-04-04,41015.26381520703,113133.59515076876,113133.59515076876,113133.59515076876,154148.85896597579,-0.006191153496955204,0.05217556996524506,0
2018-04-05,41015.26381520703,113396.76654660702,113396.76654660702,113396.76654660702,154412.03036181405,0.0017072549067413956,0.050557392056338794,0
2018-04-06,41015.26381520703,113691.47389306128,113691.47389306128,113691.47389306128,154706.7377082683,0.0019085776267802057,0.048745307136905676,0
2018-04-09,41015.26381520703,111976.8414086178,111976.8414086178,111976.8414086178,152992.10522382482,-0.011083114477384859,0.059288171795056896,0
2018-04-10,41015.26381520703,108917.96098894626,108917.96098894626,108917.96098894626,149933.2248041533,-0.01999371415405027,0.07809649518952058,0
2018-04-11,41015.26381520703,106903.94519591331,106903.94519591331,106903.94519591331,147919.20901112034,-0.013432751784427377,0.09048019613883342,0
2018-04-12,41015.26381520703,108040.45087253302,108040.45087253302,108040.45087253302,149055.71468774005,0.007683286600959738,0.08349209481651935,0
2018-04-13,41015.26381520703,107918.83258539438,107918.83258539438,107918.83258539438,148934.0964006014,-0.0008159250210125757,0.0842398965483144,0
2018-04-16,41015.26381520703,110042.96355900913,110042.96355900913,110042.96355900913,151058.22737421616,0.014262220840963735,0.0711791237155427,0
2018-04-17,41015.26381520703,107441.69437158108,107441.69437158108,107441.69437158108,148456.9581867881,-0.01722030790804885,0.08717370519658481,0
2018-04-18,41015.26381520703,110197.83006374538,110197.83006374538,110197.83006374538,151213.0938789524,0.018565217325122285,0.07022688665347333,0
2018-04-19,41015.26381520703,111692.64352869242,111692.64352869242,111692.64352869242,152707.90734389945,0.009885476360556922,0.061035636520804924,0
2018-04-20,41015.26381520703,112029.87708747387,112029.87708747387,112029.87708747387,153045.1409026809,0.0022083568863398018,0.05896206810268795,0
2018-04-23,41015.26381520703,112029.87708747387,112029.87708747387,112029.87708747387,153045.1409026809,0.0,0.05896206810268795,0
2018-04-24,41015.26381520703,110812.81977978349,110812.81977978349,110812.81977978349,151828.08359499052,-0.00795227669765941,0.06644546212012849,0
2018-04-25,41015.26381520703,108523.79074916989,108523.79074916989,108523.79074916989,149539.05456437691,-0.01507645342293662,0.0805201536282455,0
2018-04-26,41015.26381520703,107697.09012326598,107697.09012326598,107697.09012326598,148712.353938473,-0.005528325883242813,0.08560333786206259,0
2018-04-27,41015.26381520703,108083.31600815803,108083.31600815803,108083.31600815803,149098.57982336506,0.0025971338269035193,0.08322852735961654,0
2018-04-30,41015.26381520703,104635.31001009792,104635.31001009792,104635.31001009792,145650.57382530495,-0.02312567968216006,0.10442949077764019,0
2018-05-01,41015.26381520703,104635.31001009792,104635.31001009792,104635.31001009792,145650.57382530495,0.0,0.10442949077764019,0
2018-05-02,41015.26381520703,104704.06116002053,104704.06116002053,104704.06116002053,145719.32497522756,0.0004720280059113957,0.1040067564160189,0
2018-05-03,41015.26381520703,104401.71828716248,104401.71828716248,104401.71828716248,145416.9821023695,-0.002074830314438003,0.10586579035933859,0
2018-05-04,41015.26381520703,103558.54320472479,103558.54320472479,103558.54320472479,144573.80701993182,-0.0057983260981452345,0.11105027208234254,0
2018-05-07,41015.26381520703,101480.33090315759,101480.33090315759,101480.33090315759,142495.59471836462,-0.014374749786319696,0.12382870199377588,0
2018-05-08,41015.26381520703,98906.27520094067,98906.27520094067,98906.27520094067,139921.5390161477,-0.018064107225942094,0.13965595426925317,0
2018-05-09,41015.26381520703,99432.67895991355,99432.67895991355,99432.67895991355,140447.94277512058,0.0037621352843477673,0.13641922357813108,0
2018-05-10,41015.26381520703,100656.2338917628,100656.2338917628,100656.2338917628,141671.49770696982,0.008711803873185486,0.12889587722529042,0
2018-05-11,41015.26381520703,100431.99675670266,100431.99675670266,100431.99675670266,141447.2605719097,-0.0015827963894610164,0.13027465768566288,0
2018-05-14,41015.26381520703,102485.53661768883,102485.53661768883,102485.53661768883,143500.80043289586,0.014518060319324455,0.11764793270469831,0
2018-05-15,41015.26381520703,101628.11716321856,101628.11716321856,101628.11716321856,142643.3809784256,-0.005975015134993766,0.12291999966118079,0
2018-05-16,41015.26381520703,100831.80289044231,100831.80289044231,100831.80289044231,141847.06670564934,-0.005582553268957402,0.12781634548420942,0
2018-05-17,41015.26381520703,100974.27042535692,100974.27042535692,100974.27042535692,141989.53424056395,0.0010043742054268723,0.12694034671921886,0
2018-05-18,41015.26381520703,100519.20429800451,100519.20429800451,100519.20429800451,141534.46811321154,-0.003204927248943723,0.12973843939197183,0
2018-05-21,41015.26381520703,100865.75359554589,100865.75359554589,100865.75359554589,141881.01741075292,0.0024485152073641103,0.1276075907264387,0
2018-05-22,41015.26381520703,101122.1836355254,101122.1836355254,101122.1836355254,142137.44745073243,0.0018073597487473503,0.12603086380080494,0
2018-05-23,41015.26381520703,98912.32484742999,98912.32484742999,98912.32484742999,139927.58866263702,-0.015547336945539225,0.1396187564412957,0
2018-05-24,41015.26381520703,96956.38413668424,96956.38413668424,96956.38413668424,137971.64795189127,-0.013978234953090585,0.15164536761299152,0
2018-05-25,82633.57508853934,57472.748483240604,57472.748483240604,57472.748483240604,140106.32357177994,0.015471842596480379,0.1385197582747047,0
2018-05-28,52823.81875842714,89054.04195311666,89054.04195311666,89054.04195311666,141877.8607115438,0.012644233997448628,0.12762700051415138,0
2018-05-29,52823.81875842714,88614.95025408268,88614.95025408268,88614.95025408268,141438.76901250982,-0.0030948570610794812,0.13032687025150527,0
2018-05-30,52823.81875842714,87777.20417830348,87777.20417830348,87777.20417830348,140601.02293673062,-0.0059230300265488145,0.1354779703122883,0
2018-05-31,52823.81875842714,85721.29767268896,85721.29767268896,85721.29767268896,138545.1164311161,-0.014622272745054343,0.14811924722449,0
2018-06-01,52823.81875842714,85193.85588419437,85193.85588419437,85193.85588419437,138017.6746426215,-0.0038070038272105533,0.15136236051063334,0
2018-06-04,52823.81875842714,85714.71038070321,85714.71038070321,85714.71038070321,138538.52913913035,0.0037738246051277624,0.14815975090589087,0
2018-06-05,52823.81875842714,84331.65662971139,84331.65662971139,84331.65662971139,137155.47538813853,-0.009983170455078683,0.15666381731309403,0
2018-06-06,52823.81875842714,83597.7358354032,83597.7358354032,83597.7358354032,136421.55459383034,-0.005351013455578424,0.16117652057422782,0
2018-06-07,52823.81875842714,84056.79141366482,84056.79141366482,84056.79141366482,136880.61017209195,0.0033649783542517575,0.15835389772292197,0
2018-06-08,52823.81875842714,81491.72455793619,81491.72455793619,81491.72455793619,134315.54331636333,-0.0187394463869186,0.1741258797333023,0
2018-06-11,52823.81875842714,81646.65164911747,81646.65164911747,81646.65164911747,134470.4704075446,0.0011534561626749262,0.173173270139687,0
2018-06-12,52823.81875842714,80801.36381173134,80801.36381173134,80801.36381173134,133625.18257015847,-0.0062860480432936905,0.17837074268706837,0
2018-06-13,52823.81875842714,79971.4760338664,79971.4760338664,79971.4760338664,132795.29479229354,-0.006210564220776371,0.1834735239552791,0
2018-06-14,52823.81875842714,80481.98322793841,80481.98322793841,80481.98322793841,133305.80198636555,0.0038443168854025433,0.18033453743604225,0
2018-06-15,52823.81875842714,80481.98322793841,80481.98322793841,80481.98322793841,133305.80198636555,0.0,0.18033453743604225,0
2018-06-18,52823.81875842714,79930.62474387884,79930.62474387884,79930.62474387884,132754.44350230598,-0.004136042661638695,0.1837247087574786,0
2018-06-19,52823.81875842714,80672.05262228847,80672.05262228847,80672.05262228847,133495.8713807156,0.005584957149827874,0.17916584623342585,0
2018-06-20,52823.81875842714,81149.79493522644,81149.79493522644,81149.79493522644,133973.61369365358,0.003578704779382269,0.17622832312426118,0
2018-06-21,52823.81875842714,81716.1247958839,81716.1247958839,81716.1247958839,134539.94355431103,0.004227174628225194,0.17274609639232155,0
2018-06-22,52823.81875842714,82015.86074721813,82015.86074721813,82015.86074721813,134839.67950564527,0.002227858459099563,0.1709030917853461,0
2018-06-25,52823.81875842714,80664.56456524134,80664.56456524134,80664.56456524134,133488.38332366847,-0.010021502475613842,0.179211888503543,0
2018-06-26,52823.81875842714,81770.16768759489,81770.16768759489,81770.16768759489,134593.98644602203,0.00828239203161818,0.17241379958923778,0
2018-06-27,52823.81875842714,83602.11671051383,83602.11671051383,83602.11671051383,136425.93546894097,0.013610927733785694,0.16114958362196857,0
2018-06-28,52823.81875842714,84329.93609911203,84329.93609911203,84329.93609911203,137153.75485753917,0.005334904877847713,0.15667439644384876,0
2018-06-29,52823.81875842714,84726.63997939229,84726.63997939229,84726.63997939229,137550.45873781943,0.0028924026228251964,0.15423515925622738,0
2018-07-02,52823.81875842714,86085.84724223614,86085.84724223614,86085.84724223614,138909.66600066327,0.009881517483228297,0.14587771919571793,0
2018-07-03,52823.81875842714,85964.30773100257,85964.30773100257,85964.30773100257,138788.1264894297,-0.0008749535920199447,0.1466250365533319,0
2018-07-04,52823.81875842714,86179.66160559654,86179.66160559654,86179.66160559654,139003.48036402368,0.0015516736196476977,0.14530087713488388,0
2018-07-05,52823.81875842714,88080.37670883536,88080.37670883536,88080.37670883536,140904.1954672625,0.013673867001467999,0.13361383500255497,0
2018-07-06,52823.81875842714,88346.79746201634,88346.79746201634,88346.79746201634,141170.61622044348,0.0018907936154597405,0.13197567757325523,0
2018-07-09,52823.81875842714,89098.12481766939,89098.12481766939,89098.12481766939,141921.94357609653,0.005322122802664753,0.12735594553360027,0
2018-07-10,52823.81875842714,87051.08268389106,87051.08268389106,87051.08268389106,139874.9014423182,-0.014423718293293697,0.13994271754554125,0
2018-07-11,52823.81875842714,82596.8911575079,82596.8911575079,82596.8911575079,135420.70991593503,-0.03184410841726304,0.16733047489307765,0
2018-07-12,52823.81875842714,80803.05004626513,80803.05004626513,80803.05004626513,133626.86880469226,-0.013246431157806882,0.17836037443461025,0
2018-07-13,52823.81875842714,80585.1963006556,80585.1963006556,80585.1963006556,133409.01505908274,-0.0016303139298124991,0.17969990496145546,0
2018-07-16,52823.81875842714,80389.57261839509,80389.57261839509,80389.57261839509,133213.39137682223,-0.0014663453003822546,0.18090274815071836,0
2018-07-17,52823.81875842714,82753.37480068207,82753.37480068207,82753.37480068207,135577.1935591092,0.017744478673322517,0.16636829443390175,0
2018-07-18,52823.81875842714,82760.67256140709,82760.67256140709,82760.67256140709,135584.49131983423,5.3827347604951115e-05,0.16632342225031166,0
2018-07-19,52823.81875842714,83620.44375431538,83620.44375431538,83620.44375431538,136444.2625127425,0.006341220773400602,0.16103689501718782,0
2018-07-20,52823.81875842714,83905.88984903693,83905.88984903693,83905.88984903693,136729.70860746407,0.0020920344283066328,0.1592817553174848,0
2018-07-23,52823.81875842714,85050.99770745635,85050.99770745635,85050.99770745635,137874.8164658835,0.008374974759193687,0.15224076123867514,0
2018-07-24,52823.81875842714,82595.20943590999,82595.20943590999,82595.20943590999,135419.02819433712,-0.01781172468254233,0.16734081539657347,0
2018-07-25,52823.81875842714,86380.97672793269,86380.97672793269,86380.97672793269,139204.79548635983,0.027955947864208852,0.14406303864314549,0
2018-07-26,52823.81875842714,86011.04053106904,86011.04053106904,86011.04053106904,138834.85928949618,-0.0026574960695222583,0.14633768775371017,0
2018-07-27,52823.81875842714,85932.14834198356,85932.14834198356,85932.14834198356,138755.9671004107,-0.0005682448161018483,0.14682277693734563,0
2018-07-30,52823.81875842714,86284.11425873637,86284.11425873637,86284.11425873637,139107.9330171635,0.0025365822033305285,0.14465862277703795,0
2018-07-31,52823.81875842714,86247.84584867954,86247.84584867954,86247.84584867954,139071.66460710668,-0.0002607213641249162,0.14488162854769998,0
2018-08-01,52823.81875842714,87371.73561140895,87371.73561140895,87371.73561140895,140195.55436983609,0.00808137132682285,0.13797109945960587,0
2018-08-02,52823.81875842714,84771.66090136766,84771.66090136766,84771.66090136766,137595.4796597948,-0.018546056768549812,0.15395833638515855,0
2018-08-03,52823.81875842714,86193.79688811302,86193.79688811302,86193.79688811302,139017.61564654016,0.010335630140333008,0.14521396266672348,0
2018-08-06,52823.81875842714,85071.87798082829,85071.87798082829,85071.87798082829,137895.69673925542,-0.008070336281247092,0.15211237343651765,0
2018-08-07,52823.81875842714,85672.8147931695,85672.8147931695,85672.8147931695,138496.63355159663,0.004357908379675646,0.14841735684369337,0
2018-08-08,52823.81875842714,86774.70492494106,86774.70492494106,86774.70492494106,139598.5236833682,0.007956078812277001,0.14164209821957452,0
2018-08-09,52823.81875842714,86269.03637242317,86269.03637242317,86269.03637242317,139092.8551308503,-0.0036223058752743453,0.14475133309028193,0
2018-08-10,52823.81875842714,82739.5314386487,82739.5314386487,82739.5314386487,135563.35019707584,-0.025375170640175027,0.16645341395289823,0
2018-08-13,52823.81875842714,79906.40176224709,79906.40176224709,79906.40176224709,132730.22052067422,-0.020898935237901206,0.1838736500724703,0
2018-08-14,52823.81875842714,83050.48252651095,83050.48252651095,83050.48252651095,135874.3012849381,0.023687753639904052,0.16454145015635285,0
2018-08-15,52823.81875842714,80932.02544414997,80932.02544414997,80932.02544414997,133755.8442025771,-0.015591300653082452,0.17756733559015345,0
2018-08-16,52823.81875842714,79910.6821551323,79910.6821551323,79910.6821551323,132734.50091355943,-0.00763587785720099,0.18384733096135938,0
2018-08-17,52823.81875842714,79669.90271693468,79669.90271693468,79669.90271693468,132493.72147536182,-0.0018139928695284357,0.1853278260834421,0
2018-08-20,52823.81875842714,80599.93885755539,80599.93885755539,80599.93885755539,133423.75761598253,0.007019473302315449,0.1796092565084956,0
2018-08-21,52823.81875842714,80599.93885755539,80599.93885755539,80599.93885755539,133423.75761598253,0.0,0.1796092565084956,0
2018-08-22,52823.81875842714,80599.93885755539,80599.93885755539,80599.93885755539,133423.75761598253,0.0,0.1796092565084956,0
2018-08-23,52823.81875842714,80599.93885755539,80599.93885755539,80599.93885755539,133423.75761598253,0.0,0.1796092565084956,0
2018-08-24,52823.81875842714,80599.93885755539,80599.93885755539,80599.93885755539,133423.75761598253,0.0,0.1796092565084956,0
2018-08-27,52823.81875842714,81816.33485811949,81816.33485811949,81816.33485811949,134640.15361654662,0.009116787162186668,0.17212992871025545,0
2018-08-28,52823.81875842714,84613.92290022969,84613.92290022969,84613.92290022969,137437.74165865683,0.02077825943423761,0.15492822959115637,0
2018-08-29,52823.81875842714,84116.09864500165,84116.09864500165,84116.09864500165,136939.9174034288,-0.003622180117485163,0.15798923175577925,0
2018-08-30,52823.81875842714,84116.09864500165,84116.09864500165,84116.09864500165,136939.9174034288,0.0,0.15798923175577925,0
2018-08-31,52823.81875842714,84558.02714669704,84558.02714669704,84558.02714669704,137381.84590512418,0.0032271707919426795,0.15527191919800024,0
2018-09-03,52823.81875842714,86184.30148494244,86184.30148494244,86184.30148494244,139008.12024336957,0.011837621830824041,0.14527234762758845,0
2018-09-04,52823.81875842714,85971.96057516336,85971.96057516336,85971.96057516336,138795.7793335905,-0.001527543206881088,0.1465779810467034,0
2018-09-05,52823.81875842714,85857.6021708548,85857.6021708548,85857.6021708548,138681.42092928194,-0.0008239328663857126,0.1472811434970162,0
2018-09-06,52823.81875842714,86053.90701317787,86053.90701317787,86053.90701317787,138877.725771605,0.001415509309088847,0.14607411201760065,0
2018-09-07,52823.81875842714,86206.23079329729,86206.23079329729,86206.23079329729,139030.04955172443,0.0010968193731075715,0.14513750956046345,0
2018-09-10,52823.81875842714,84568.69265535474,84568.69265535474,84568.69265535474,137392.51141378187,-0.011778303634519816,0.15520633953862215,0
2018-09-11,52823.81875842714,85200.0135345757,85200.0135345757,85200.0135345757,138023.83229300284,0.00459501666229567,0.15132449859260044,0
2018-09-12,52823.81875842714,85681.51950833201,85681.51950833201,85681.51950833201,138505.33826675915,0.003488571254376849,0.14836383363409666,0
2018-09-13,52823.81875842714,86801.8720189035,86801.8720189035,86801.8720189035,139625.69077733063,0.00808887602883357,0.14147505426269175,0
2018-09-14,52823.81875842714,86108.19604435563,86108.19604435563,86108.19604435563,138932.01480278277,-0.004968111317380064,0.14574030176186237,0
2018-09-17,52823.81875842714,85553.33983907104,85553.33983907104,85553.33983907104,138377.15859749817,-0.0039937246002818005,0.14915197973374536,0
2018-09-18,52823.81875842714,85540.86807876825,85540.86807876825,85540.86807876825,138364.6868371954,-9.012874978198138e-05,0.14922866560206646,0
2018-09-19,52823.81875842714,86631.00451698899,86631.00451698899,86631.00451698899,139454.82327541613,0.007878718646640248,0.14252567762571852,0
2018-09-20,52823.81875842714,86135.33959755301,86135.33959755301,86135.33959755301,138959.15835598015,-0.00355430459695949,0.1455734025515081,0
2018-09-21,52823.81875842714,86906.21402439475,86906.21402439475,86906.21402439475,139730.0327828219,0.005547489175682374,0.14083348025074746,0
2018-09-24,52823.81875842714,87283.48961654305,87283.48961654305,87283.48961654305,140107.3083749702,0.002700032230971372,0.138513702955653,0
2018-09-25,52823.81875842714,87082.59084129333,87082.59084129333,87082.59084129333,139906.40959972047,-0.0014338921900637347,0.1397489814288318,0
2018-09-26,52823.81875842714,86203.36928722262,86203.36928722262,86203.36928722262,139027.18804564976,-0.006284355066978109,0.14515510427626258,0
2018-09-27,52823.81875842714,86763.68738013506,86763.68738013506,86763.68738013506,139587.5061385622,0.004030277104708935,0.14170984246494994,0
2018-09-28,52823.81875842714,86385.54121038318,86385.54121038318,86385.54121038318,139209.3599688103,-0.0027090259021929075,0.14403497273330967,0
2018-10-01,52823.81875842714,86203.10847386718,86203.10847386718,86203.10847386718,139026.9272322943,-0.0013104918847186564,0.14515670795514563,0
2018-10-02,52823.81875842714,85593.13061526418,85593.13061526418,85593.13061526418,138416.9493736913,-0.004387479970580199,0.14890731577697724,0
2018-10-03,52823.81875842714,84586.47318398952,84586.47318398952,84586.47318398952,137410.29194241666,-0.00727264569714603,0.15509701132476425,0
2018-10-04,52823.81875842714,81885.98549741507,81885.98549741507,81885.98549741507,134709.8042558422,-0.019652732327401834,0.1717016636038205,0
2018-10-05,52823.81875842714,82787.49635636806,82787.49635636806,82787.49635636806,135611.3151147952,0.006692243849162116,0.16615848915680193,0
2018-10-08,52823.81875842714,82878.7872671783,82878.7872671783,82878.7872671783,135702.60602560543,0.0006731806319624223,0.165597163201576,0
2018-10-09,52823.81875842714,83175.92211779952,83175.92211779952,83175.92211779952,135999.74087622666,0.002189603127924933,0.1637701521401728,0
2018-10-10,52823.81875842714,81185.32504436374,81185.32504436374,81185.32504436374,134009.14380279087,-0.01463677107478778,0.17600985698920166,0
2018-10-11,52823.81875842714,80466.40226608515,80466.40226608515,80466.40226608515,133290.22102451228,-0.0053647292854624995,0.18043034104034414,0
2018-10-12,52823.81875842714,82030.75605589151,82030.75605589151,82030.75605589151,134854.57481431865,0.01173644831392906,0.17081150409829968,0
2018-10-15,52823.81875842714,83536.28185260296,83536.28185260296,83536.28185260296,136360.1006110301,0.011164069137323596,0.16155438640217964,0
2018-10-16,52823.81875842714,83998.73269316554,83998.73269316554,83998.73269316554,136822.55145159268,0.003391394099082845,0.15871088689582216,0
2018-10-17,52823.81875842714,84413.5740763545,84413.5740763545,84413.5740763545,137237.39283478164,0.0030319664323446016,0.1561601265449934,0
2018-10-18,52823.81875842714,83852.55940124393,83852.55940124393,83852.55940124393,136676.37815967106,-0.004087914113801161,0.1596096714734783,0
2018-10-19,52823.81875842714,82628.19025102258,82628.19025102258,82628.19025102258,135452.0090094497,-0.008958162095801137,0.16713802426016244,0
2018-10-22,52823.81875842714,80812.2281447053,80812.2281447053,80812.2281447053,133636.04690313243,-0.01340668270332257,0.17830394050456877,0
2018-10-23,52823.81875842714,79330.68456044793,79330.68456044793,79330.68456044793,132154.50331887507,-0.011086406838502816,0.18741359731772972,0
2018-10-24,52823.81875842714,78528.61733078957,78528.61733078957,78528.61733078957,131352.4360892167,-0.006069163059264526,0.19234531669534957,0
2018-10-25,52823.81875842714,78398.74478438497,78398.74478438497,78398.74478438497,131222.5635428121,-0.0009887334431801786,0.19314387189127402,0
2018-10-26,52823.81875842714,76417.3706984222,76417.3706984222,76417.3706984222,129241.18945684933,-0.01509933987317924,0.20532686679834508,0
2018-10-29,52823.81875842714,76417.3706984222,76417.3706984222,76417.3706984222,129241.18945684933,0.0,0.20532686679834508,0
2018-10-30,52823.81875842714,76289.43008586764,76289.43008586764,76289.43008586764,129113.24884429478,-0.0009899368234866923,0.2061135429955369,0
2018-10-31,52823.81875842714,75774.72677063942,75774.72677063942,75774.72677063942,128598.54552906656,-0.0039864484848408654,0.20927833045919805,0
2018-11-01,52823.81875842714,76578.24298137426,76578.24298137426,76578.24298137426,129402.0617398014,0.006248252711017033,0.20433770164382978,0
2018-11-02,52823.81875842714,77958.3257046938,77958.3257046938,77958.3257046938,130782.14446312093,0.010665075229593812,0.19585190337450967,0
2018-11-05,52823.81875842714,79062.34946632385,79062.34946632385,79062.34946632385,131886.168224751,0.008441701014784808,0.18906352557118902,0
2018-11-06,52823.81875842714,77384.4916985035,77384.4916985035,77384.4916985035,130208.31045693063,-0.01272201467678602,0.1993802713008135,0
2018-11-07,52823.81875842714,78160.87769185007,78160.87769185007,78160.87769185007,130984.6964502772,0.005962645476483397,0.19460645969710189,0
2018-11-08,52823.81875842714,76893.8460201025,76893.8460201025,76893.8460201025,129717.66477852964,-0.009673127518591729,0.20239713411510188,0
2018-11-09,52823.81875842714,76702.9771835506,76702.9771835506,76702.9771835506,129526.79594197773,-0.0014714174578903672,0.20357074089642835,0
